titulo,empresa,pais,fecha_captura,descripcion,modalidad,tipo_horario,fecha_publicacion,grupo,es_ti,nivel_seniority,es_remoto,largo_descripcion,categoria_horario_modalidad
jefe/a de administración y finanzas (r.m),sacyr vallehermoso participaciones mobiliarias sl,chile,2026-03-01 03:54:54,Jefe/a de Administración y Finanzas (R.M) Santiago Sacyr Vallehermoso Participaciones Mobiliarias SL Open job preview for: Jefe/a de y Finanzas (R.M) ...,presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
jefe/a de administración y finanzas alto hospicio - $1.900.000 líquido zona alto hospicio,manpower chile,chile,2026-03-01 03:56:07,Jefe/a de Administración y Finanzas Alto Hospicio - $1.900.000 líquido zona Alto Hospicio Alto Hospicio Manpower Chile Open job preview for: Jefe/a de...,presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
jefe/a de administración y finanzas alto hospicio,jefe/a de administración y finanzas alto hospicio,chile,2026-05-02 04:11:05,"Jefe/a de Administración y Finanzas Alto Hospicio 4,2 Manpower Chile Alto Hospicio, Tarapacá $ 1.900.000,00 (Mensual) Hace 2 días...",presencial,full time,Hace 2 días,Lizette-Sanmartin,False,Senior,False,132,Presencial FT
jefe/a de administración y finanzas | gestión integral,proyecta s.a.,chile,2026-03-01 03:55:22,Jefe/a de Administración y Finanzas | Gestión Integral Cachapoal Proyecta s.a. Open job preview for: Jefe/a de y Finanzas | Gestión Integral - Cachapo...,presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
jefe/a de administración y finanzas – gestión y estrategia,corfo,chile,2026-03-01 19:51:14,Jefe/a de Administración y Finanzas – Gestión y Estrategia Antofagasta Corfo Open job preview for: Jefe/a de y Finanzas – Gestión y Estrategia - Antof...,presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
jefe/a de administración y finanzas – liderazgo corporativo,consultora virtus laboral,chile,2026-03-01 19:51:14,Jefe/a de Administración y Finanzas – Liderazgo Corporativo Las Condes Consultora Virtus Laboral Open job preview for: Jefe/a de y Finanzas – Liderazg...,presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
jefe/a de administración y finanzas,kiosclub,chile,02/05/2026,¡Estamos buscando a nuestro/a próximo/a Jefe/a de Administración y Finanzas!Si te apasiona el mundo de las finanzas y quieres liderar la gestión administrativa y financiera dentro de una empresa en...,presencial,jornada completa,02/05/2026,sofiaUrquieta,False,Senior,False,200,Otro
jefe/a de administración y operaciones,be consulting,chile,2026-03-01 19:52:42,Jefe/a de Administración y Operaciones Santiago Be Consulting Open job preview for: Jefe/a de y Operaciones - Santiago...,presencial,full time,,giannella-rieu,False,Senior,False,121,Presencial FT
jefe/a de administración,be consulting,chile,2026-03-01 19:51:18,Jefe/a de Administración Santiago Be Consulting Open job preview for: Jefe/a de - Santiago...,presencial,full time,,giannella-rieu,False,Senior,False,93,Presencial FT
jefe/a de carrera gastronomía (plazo fijo) - santiago,empresa destacada,chile,2026-03-01 04:07:12,Oferta para el area de gastronomia,presencial,full time,Reciente,Nicolas-Jorgensen,False,Senior,False,34,Presencial FT
jefe/a de carrera ingeniería (plazo fijo) - san felipe,empresa destacada,chile,2026-03-01 04:06:23,Oferta para el area de ingenieria,presencial,full time,Reciente,Nicolas-Jorgensen,False,Senior,False,33,Presencial FT
jefe/a de contabilidad,empresa destacada,chile,2026-03-01 04:05:58,Oferta para el area de contabilidad,presencial,full time,Reciente,Nicolas-Jorgensen,False,Senior,False,35,Presencial FT
jefe/a de cotizaciones,no especificada,hybrid,2026-05-02 04:22:25,No disponible en listado,híbrido,full time,mar 31,diegoCastillo,False,Senior,False,24,Otro
jefe/a de finanzas,"importante empresa metalmecánica, santiago",chile,2026-05-02 03:47:28,"Importante empresa metalmecánica, líder en su rubro, requiere contratar a ingeniero/a civil industrial,… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,112,Presencial FT
jefe/a de innovación y tecnología sucursal komatsu lo boza,empresa destacada,chile,2026-03-01 04:05:26,Oferta para el area de tecnologia,presencial,full time,Reciente,Nicolas-Jorgensen,True,Senior,False,33,Presencial FT
jefe/a de sala de ventas - inmobiliaria - rm,empresa confidencial,chile,2026-05-02 04:03:32,"Hace 5 días Jefe/a de Sala de Ventas - Inmobiliaria - RM Empresa Confidencial Santiago, Metropolitana de Santiago ...rubro de las Inmobiliarias se encuentre... Destacada",presencial,no especificado,Hace 5 días,denisBaez,False,Senior,False,169,Otro
jefe/a de sección de estrategia - ciberseguridad,banco de chile,chile,2026-03-01 03:52:43,Jefe/a de Sección de Estrategia - Ciberseguridad Santiago Banco de Chile Open job preview for: Jefe/a de Sección de Estrategia - Ciberseguridad - Sant...,presencial,full time,,giannella-rieu,True,Senior,False,153,Presencial FT
jefe/a de servicios para la construcción proyecto minero,buffer chile,chile,2026-05-02 04:00:48,"Hace 54 días Jefe/a de Servicios para la Construcción Proyecto Minero Buffer Chile Antofagasta, Antofagasta Importante proyecto del sector minero... Destacada",presencial,no especificado,Hace 54 días,denisBaez,False,Senior,False,158,Otro
jefe/a de ventas pps – lidera retail y equipos,walmart chile,chile,2026-03-01 19:54:34,Jefe/a de Ventas PPS – Lidera Retail y Equipos La Serena Walmart Chile Open job preview for: Jefe/a de PPS – Lidera Retail y Equipos - La Serena...,presencial,full time,,giannella-rieu,False,Senior,False,147,Presencial FT
"jefe/a de ventas pps la serena, formato lider",walmart chile,chile,2026-03-01 19:54:36,"Jefe/a de Ventas Pps La Serena, Formato Lider La Serena Walmart Chile Open job preview for: Jefe/a de Pps La Serena, Formato Lider - La Serena...",presencial,full time,,giannella-rieu,False,Senior,False,145,Presencial FT
"jefe/a de ventas, full time, falabella la serena",falabella la serena,chile,2026-03-01 03:54:07,"Jefe/a de Ventas, Full Time, Falabella La Serena La Serena Falabella La Serena Open job preview for: Jefe/a de Ventas, Full Time, Falabella La Serena ...",presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
jefe/a de administración y finanzas,importante empresa del sector,chile,2026-03-01 19:52:15,Jefe/a de administración y finanzas Santiago Importante empresa del sector Open job preview for: Jefe/a de y finanzas - Santiago...,presencial,full time,,giannella-rieu,False,Senior,False,131,Presencial FT
jefe/a de administración y finanzas,jefe/a de administración y finanzas,chile,2026-05-02 04:11:24,"Se precisa Urgente Empleo destacado Jefe/a de administración y finanzas Talentfinder Santiago - Providencia, R.Metropolitana $ 1.500.000,00 (Mensual) ...",presencial,full time,Hace 2 horas,Lizette-Sanmartin,False,Senior,False,153,Presencial FT
jefe/a de tienda ferretera (puerto montt),jefe/a de tienda ferretera (puerto montt),chile,2026-05-02 04:10:58,"Jefe/a de tienda ferretera (Puerto Montt) Importante empresa del sector Puerto Montt, Los Lagos Hace 19 horas...",presencial,full time,Hace 19 horas,Lizette-Sanmartin,False,Senior,False,112,Presencial FT
jefe/a de tienda ferretera (puerto montt/puerto varas),jefe/a de tienda ferretera (puerto montt/puerto varas),chile,2026-05-02 04:10:52,"Jefe/a de tienda ferretera (Puerto Montt/Puerto Varas) Importante empresa del sector Puerto Montt, Los Lagos Hace 19 horas...",presencial,full time,Hace 19 horas,Lizette-Sanmartin,False,Senior,False,125,Presencial FT
joven profesional de administración,corteva agriscience,chile,2026-03-01 03:54:54,"Joven Profesional de Administración Arica, Parinacota Corteva Agriscience Open job preview for: Joven Profesional de - Arica, Parinacota...",presencial,full time,,giannella-rieu,False,No especificado,False,139,Presencial FT
joven profesional de administración,"corteva, inc.",chile,2026-03-01 03:54:45,"Joven Profesional de Administración Arica, Parinacota Corteva, Inc. Open job preview for: Joven Profesional de - Arica, Parinacota...",presencial,full time,,giannella-rieu,False,No especificado,False,133,Presencial FT
jr sales executive,no especificada,hybrid,2026-05-02 04:22:50,No disponible en listado,híbrido,full time,Jan 21,diegoCastillo,False,No especificado,False,24,Otro
junior administrativo,junior administrativo,chile,2026-05-02 04:12:29,"Junior Administrativo 4,1 Empresas HumanNet - Chile Santiago - Recoleta, R.Metropolitana $ 700.000,00 (Mensual) Hace 3 horas...",presencial,full time,Hace 3 horas,Lizette-Sanmartin,False,Junior,False,127,Presencial FT
junior growth marketer (ai & cloud native),no especificada,hybrid,2026-05-02 04:21:42,No disponible en listado,híbrido,full time,Mar 26,diegoCastillo,True,Junior,False,24,Otro
junior de sucursal mk- la serena,grupo k,chile,2026-03-01 19:56:24,Junior de Sucursal Mk- La Serena La Serena Grupo K Open job preview for: Junior de Sucursal Mk- La Serena - La Serena...,presencial,full time,,giannella-rieu,False,Junior,False,120,Presencial FT
"junior de sucursal: diseño, decoración y ventas",grupo k,chile,2026-03-01 19:54:50,"Junior de Sucursal: Diseño, Decoración y Ventas La Serena Grupo K Open job preview for: Junior de Sucursal: Diseño, Decoración y - La Serena...",presencial,full time,,giannella-rieu,False,Junior,False,143,Presencial FT
kam - minería,empresa destacada,chile,2026-03-01 04:06:56,Oferta para el area de mineria,híbrido,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,30,Otro
"kam senior - experiencia rubro salud, aseguradoras o isapres",clinica santa maria s.a,chile,2026-05-02 03:58:02,"Publicada ayer KAM Senior - Experiencia rubro Salud, Aseguradoras o Isapres CLINICA SANTA MARIA S.A Providencia, Metropolitana de Santiago ...atención en salud de excelencia,... Destacada",presencial,no especificado,Publicada ayer,denisBaez,True,Senior,False,187,Otro
kam de ventas,"corretaje propiedades, santiago",chile,2026-05-02 03:44:02,El kam de ventas desempeñará un rol clave para el éxito de la… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,70,Presencial FT
key account manager (kam),no especificada,remote,2026-05-02 04:21:43,No disponible en listado,remoto,full time,abr 27,diegoCastillo,False,No especificado,True,24,Remoto FT
key account manager - construcción e inmobiliario,empresa destacada,chile,2026-03-01 04:08:24,Oferta para el area de construccion,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,35,Presencial FT
key account manager - trade marketing en punto de venta,ecr group,chile,2026-03-01 19:54:36,Key Account Manager - Trade Marketing en Punto de Venta La Serena ECR GROUP Open job preview for: Key Account Manager - Trade Marketing en Punto de - ...,presencial,full time,,giannella-rieu,False,No especificado,False,153,Presencial FT
key account manager b2b/ iot,no especificada,hybrid,2026-05-02 04:21:37,No disponible en listado,híbrido,full time,Jan 27,diegoCastillo,False,No especificado,False,24,Otro
key account manager empresa de transporte de pasajeros.,empresa destacada,chile,2026-03-01 04:07:19,Oferta para el area de transporte,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,33,Presencial FT
kinesiólogo(a) ergónomo(a) reemplazo / proyecto minero la serena,mutual de seguridad c.ch.c.,chile,2026-05-02 04:03:02,"Hace 26 días Kinesiólogo(a) Ergónomo(a) Reemplazo / Proyecto Minero La Serena Mutual de Seguridad C.Ch.C. La Serena, Coquimbo ...Mutual de Seguridad se encuentra en...",presencial,no especificado,Hace 26 días,denisBaez,False,No especificado,False,167,Otro
krossbar concepción esta en búsqueda de…,"krossbar concepción, concepción",chile,2026-05-02 03:51:09,"Buscamos una persona con experiencia en cocina, liderazgo en terreno y capacidad para… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,94,Presencial FT
la serena– ejecutivo de ventas en terreno prosales – distribuidor autorizado,pro-sales / telecomunicaciones,chile,2026-03-01 19:54:24,LA SERENA– Ejecutivo de Ventas en Terreno ProSales – Distribuidor Autorizado La Serena Pro-sales / Telecomunicaciones Open job preview for: LA SERENA–...,presencial,full time,,giannella-rieu,False,No especificado,False,153,Presencial FT
lider catalogo digital,verbum servicios psicológicos ltda,chile,2026-05-02 04:04:32,"Hace 18 días LIDER CATALOGO DIGITAL Verbum Servicios Psicológicos Ltda Las Condes, Metropolitana de Santiago Para importante importadora y distribuidora... Destacada",presencial,no especificado,Hace 18 días,denisBaez,True,No especificado,False,165,Otro
lider de tienda mall mirador bio…,"empresa de retail /.., concepción",chile,2026-05-02 03:43:28,"Líder de tienda: para importante cliente, buscamos un perfil con responsabilidad en la… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,95,Presencial FT
lider de tienda mall plaza antofagasta,"empresa de retail /.., antofagasta",chile,2026-05-02 03:43:28,"Líder de tienda: para importante cliente, buscamos un perfil con responsabilidad en la… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,95,Presencial FT
lider de tienda patio outlet temuco,"empresa de retail /.., temuco",chile,2026-05-02 03:43:28,"Líder de tienda: para importante cliente, buscamos un perfil con responsabilidad en la… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,95,Presencial FT
la serena/ ejecutivo omnicanal (reemplazo) / lider bci,lider bci,chile,2026-05-02 04:01:18,"Hace 3 días La Serena/ Ejecutivo Omnicanal (Reemplazo) / Lider Bci Lider Bci La Serena, Coquimbo ¿Quieres formar parte de un equipo...",presencial,no especificado,Hace 3 días,denisBaez,False,No especificado,False,134,Otro
las mejores campañas de salud - ejecutivos de venta de seguros,empresa destacada,chile,2026-03-01 04:06:48,Oferta para el area de salud,híbrido,full time,Reciente,Nicolas-Jorgensen,True,No especificado,False,28,Otro
lead acquisition coordinator,no especificada,hybrid,2026-05-02 04:20:51,No disponible en listado,híbrido,full time,ene 12,diegoCastillo,False,Senior,False,24,Otro
lead qa,no especificada,hybrid,2026-05-02 04:21:11,No disponible en listado,híbrido,full time,abr 15,diegoCastillo,True,Senior,False,24,Otro
lider aseguramiento calidad,"empresa productiva renca, santiago",chile,2026-05-02 03:47:28,Líder de aseguramiento de calidad y regulatorio - santiago (renca) empresa del sector… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,True,No especificado,False,94,Presencial FT
lider tecnico ( lider de células ) contrato indefinido,lider tecnico ( lider de células ) contrato indefinido,chile,2026-05-02 04:10:40,"Lider Tecnico ( Lider de Células ) Contrato Indefinido 3,0 Perceptual Consultores Ltda. Santiago Centro, R.Metropolitana $ 1.800.000,00 (Mensual) Hace...",presencial,full time,Hace 14 horas,Lizette-Sanmartin,True,No especificado,False,153,Presencial FT
lider de contabilidad chile,no especificada,hybrid,2026-05-02 04:22:36,No disponible en listado,híbrido,full time,mar 06,diegoCastillo,False,No especificado,False,24,Otro
liquidador área construcción,empresa destacada,chile,2026-03-01 04:08:23,Oferta para el area de construccion,híbrido,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,35,Otro
liquidador- evaluador de seguros de salud,empresa destacada,chile,2026-03-01 04:06:47,Oferta para el area de salud,remoto,full time,Reciente,Nicolas-Jorgensen,True,No especificado,True,28,Remoto FT
live events data analyst (latam),no especificada,south america,2026-05-02 04:21:01,No disponible en listado,remoto,full time,Jan 08,diegoCastillo,True,No especificado,True,24,Remoto FT
